[0;90m2024-10-11 14:15:43.368 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:15:43.368 [0;1;96m[ Debug ][m: Application registered management segment 0x7a6c59140000 with size 65796264 to id 1
[0;90m2024-10-11 14:15:43.369 [0;1;96m[ Debug ][m: Application registered payload data segment 0x7a6ae1f38000 with size 6293584200 to id 2
[2024-10-11 14:15:43.369] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:15:43.456] [error] Message from the orchestrator! Code 1
[2024-10-11 14:15:43.456] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:15:43.456] [error] Message from the orchestrator! Code 3
[2024-10-11 14:15:43.456] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:15:47.423] [error] Total size 0.0 0
[2024-10-11 14:15:47.424] [error] Total size 0.0 0
[2024-10-11 14:15:47.424] [error] Total size 120.0 0
[2024-10-11 14:15:47.500] [error] Total size 120.0 0
[2024-10-11 14:15:47.504] [error] Total size 140.0 0
[2024-10-11 14:15:47.505] [error] Total size 140.0 0
[2024-10-11 14:15:47.505] [error] Total size 142.0 0
[2024-10-11 14:15:47.505] [error] Total size 142.0 0
[2024-10-11 14:15:47.505] [error] Total size 142.0 0
[2024-10-11 14:15:47.505] [error] Total size 142.0 0
[2024-10-11 14:15:47.507] [error] Total size 142.0 0
[2024-10-11 14:15:47.507] [error] Total size 142.0 0
[2024-10-11 14:15:47.509] [error] Total size 142.0 0
[2024-10-11 14:15:47.509] [error] Total size 142.0 0
[2024-10-11 14:15:47.511] [error] Total size 142.0 0
[2024-10-11 14:15:47.511] [error] Total size 142.0 0
[2024-10-11 14:15:47.513] [error] Total size 142.0 0
[2024-10-11 14:15:47.513] [error] Total size 142.0 0
[2024-10-11 14:15:47.513] [error] Total size 142.0 0
[2024-10-11 14:15:47.513] [error] Total size 142.0 0
[2024-10-11 14:15:47.514] [error] Total size 158.0 0
[2024-10-11 14:15:47.522] [error] Total size 158.0 0
[2024-10-11 14:15:47.523] [error] Total size 158.0 0
[2024-10-11 14:15:47.523] [error] Total size 174.0 0
[2024-10-11 14:15:47.532] [error] Total size 174.0 0
[2024-10-11 14:15:47.533] [error] Total size 174.0 0
[2024-10-11 14:15:47.533] [error] Total size 174.0 0
[2024-10-11 14:15:47.533] [error] Total size 174.0 0
[2024-10-11 14:15:47.533] [error] Total size 194.0 0
[2024-10-11 14:15:47.535] [error] Total size 194.0 0
[2024-10-11 14:15:47.535] [error] Total size 194.0 0
[2024-10-11 14:15:47.537] [error] Total size 194.0 0
[2024-10-11 14:15:47.537] [error] Total size 194.0 0
[2024-10-11 14:15:47.539] [error] Total size 194.0 0
[2024-10-11 14:15:47.539] [error] Total size 194.0 0
[2024-10-11 14:15:47.541] [error] Total size 194.0 0
[2024-10-11 14:15:47.541] [error] Total size 194.0 0
[2024-10-11 14:15:47.541] [error] Total size 194.0 0
[2024-10-11 14:15:47.541] [error] Total size 194.0 0
[2024-10-11 14:15:47.541] [error] Total size 210.0 0
[2024-10-11 14:15:47.550] [error] Total size 210.0 0
[2024-10-11 14:15:47.550] [error] Total size 210.0 0
[2024-10-11 14:15:47.550] [error] Total size 226.0 0
[2024-10-11 14:15:47.559] [error] Total size 226.0 0
[2024-10-11 14:15:47.559] [error] Total size 226.0 0
[2024-10-11 14:15:47.559] [error] Total size 226.0 0
[2024-10-11 14:15:47.559] [error] Total size 226.0 0
[2024-10-11 14:15:47.561] [error] Total size 226.0 0
[2024-10-11 14:15:47.562] [error] Total size 226.0 0
[2024-10-11 14:15:47.562] [error] Total size 246.0 0
[2024-10-11 14:15:47.564] [error] Total size 246.0 0
[2024-10-11 14:15:47.564] [error] Total size 246.0 0
[2024-10-11 14:15:47.566] [error] Total size 246.0 0
[2024-10-11 14:15:47.566] [error] Total size 246.0 0
[2024-10-11 14:15:47.568] [error] Total size 246.0 0
[2024-10-11 14:15:47.568] [error] Total size 246.0 0
[2024-10-11 14:15:47.568] [error] Total size 246.0 0
[2024-10-11 14:15:47.568] [error] Total size 246.0 0
[2024-10-11 14:15:47.568] [error] Total size 262.0 0
[2024-10-11 14:15:47.577] [error] Total size 262.0 0
[2024-10-11 14:15:47.577] [error] Total size 262.0 0
[2024-10-11 14:15:47.577] [error] Total size 278.0 0
[2024-10-11 14:15:47.586] [error] Total size 278.0 0
[2024-10-11 14:15:47.586] [error] Total size 278.0 0
[2024-10-11 14:15:47.586] [error] Total size 278.0 0
[2024-10-11 14:15:47.586] [error] Total size 278.0 0
[2024-10-11 14:15:47.588] [error] Total size 278.0 0
[2024-10-11 14:15:47.588] [error] Total size 278.0 0
[2024-10-11 14:15:47.590] [error] Total size 278.0 0
[2024-10-11 14:15:47.590] [error] Total size 278.0 0
[2024-10-11 14:15:47.590] [error] Total size 298.0 0
[2024-10-11 14:15:47.592] [error] Total size 298.0 0
[2024-10-11 14:15:47.593] [error] Total size 298.0 0
[2024-10-11 14:15:47.594] [error] Total size 298.0 0
[2024-10-11 14:15:47.595] [error] Total size 298.0 0
[2024-10-11 14:15:47.595] [error] Total size 298.0 0
[2024-10-11 14:15:47.595] [error] Total size 298.0 0
[2024-10-11 14:15:47.595] [error] Total size 314.0 0
[2024-10-11 14:15:47.603] [error] Total size 314.0 0
[2024-10-11 14:15:47.604] [error] Total size 314.0 0
[2024-10-11 14:15:47.604] [error] Total size 330.0 0
[2024-10-11 14:15:47.612] [error] Total size 330.0 0
[2024-10-11 14:15:47.613] [error] Total size 330.0 0
[2024-10-11 14:15:47.613] [error] Total size 330.0 0
[2024-10-11 14:15:47.613] [error] Total size 330.0 0
[2024-10-11 14:15:47.615] [error] Total size 330.0 0
[2024-10-11 14:15:47.615] [error] Total size 330.0 0
[2024-10-11 14:15:47.617] [error] Total size 330.0 0
[2024-10-11 14:15:47.617] [error] Total size 330.0 0
[2024-10-11 14:15:47.619] [error] Total size 330.0 0
[2024-10-11 14:15:47.619] [error] Total size 330.0 0
[2024-10-11 14:15:47.619] [error] Total size 350.0 0
[2024-10-11 14:15:47.621] [error] Total size 350.0 0
[2024-10-11 14:15:47.621] [error] Total size 350.0 0
[2024-10-11 14:15:47.621] [error] Total size 350.0 0
[2024-10-11 14:15:47.621] [error] Total size 350.0 0
[2024-10-11 14:15:47.630] [error] Total size 350.0 0
[2024-10-11 14:15:47.630] [error] Total size 350.0 0
[2024-10-11 14:15:47.630] [error] Total size 366.0 0
[2024-10-11 14:15:47.638] [error] Total size 366.0 0
[2024-10-11 14:15:47.639] [error] Total size 366.0 0
[2024-10-11 14:15:47.639] [error] Total size 366.0 0
[2024-10-11 14:15:47.639] [error] Total size 366.0 0
[2024-10-11 14:15:47.639] [error] Total size 386.0 0
[2024-10-11 14:15:47.641] [error] Total size 386.0 0
[2024-10-11 14:15:47.641] [error] Total size 386.0 0
[2024-10-11 14:15:47.643] [error] Total size 386.0 0
[2024-10-11 14:15:47.643] [error] Total size 386.0 0
[2024-10-11 14:15:47.645] [error] Total size 386.0 0
[2024-10-11 14:15:47.645] [error] Total size 386.0 0
[2024-10-11 14:15:47.647] [error] Total size 386.0 0
[2024-10-11 14:15:47.647] [error] Total size 386.0 0
[2024-10-11 14:15:47.648] [error] Total size 386.0 0
[2024-10-11 14:15:47.648] [error] Total size 386.0 0
[2024-10-11 14:15:47.648] [error] Total size 402.0 0
[2024-10-11 14:15:47.656] [error] Total size 402.0 0
