[0;90m2024-10-11 14:14:41.707 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:14:41.707 [0;1;96m[ Debug ][m: Application registered management segment 0x7936ea940000 with size 65796264 to id 1
[0;90m2024-10-11 14:14:41.708 [0;1;96m[ Debug ][m: Application registered payload data segment 0x793573738000 with size 6293584200 to id 2
[2024-10-11 14:14:41.708] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:14:41.795] [error] Message from the orchestrator! Code 1
[2024-10-11 14:14:41.795] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:14:41.795] [error] Message from the orchestrator! Code 3
[2024-10-11 14:14:41.795] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:14:42.185] [error] Total size 0.0 0
[2024-10-11 14:14:42.186] [error] Total size 0.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.186] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.187] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.188] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 2.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.189] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 4.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.190] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 6.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 8.0 0
[2024-10-11 14:14:42.191] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.193] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.194] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 28.0 0
[2024-10-11 14:14:42.195] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.196] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.197] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 30.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.198] [error] Total size 32.0 0
[2024-10-11 14:14:42.199] [error] Total size 32.0 0
