iteration,worker,time
0,0,282042
1,0,101156
2,0,202339
3,0,200222
4,0,198011
5,0,200883
6,0,197789
7,0,199121
8,0,199741
9,0,199055
10,0,203387
0,1,203387
1,1,200730
2,1,202061
3,1,199289
4,1,198789
5,1,199975
6,1,198469
7,1,199257
8,1,199273
9,1,201629
10,1,200172
