iteration,worker,time
0,0,957344
1,0,31019
2,0,28434
3,0,27904
4,0,27972
5,0,28400
6,0,28107
7,0,26758
8,0,27540
9,0,27197
10,0,27222
0,1,27222
1,1,35438
2,1,28286
3,1,27588
4,1,27873
5,1,28461
6,1,28072
7,1,26791
8,1,27473
9,1,27352
10,1,27129
