iteration,worker,time
0,0,284632
1,0,101116
2,0,101023
3,0,100740
4,0,99605
5,0,101840
6,0,100749
7,0,102157
8,0,101610
9,0,100374
10,0,99676
0,1,99676
1,1,145045
2,1,101367
3,1,99263
4,1,102040
5,1,99032
6,1,102157
7,1,102785
8,1,100812
9,1,99948
10,1,99348
