0,62590
1,55350
2,54679
3,54390
4,54160
5,53350
6,54229
7,53090
8,54470
9,53260
10,54819
11,53650
12,54070
13,54130
14,54869
15,54230
16,55030
17,53579
18,54459
19,54140
20,54600
21,53269
22,54389
23,54330
24,54130
25,53129
26,54179
27,53270
28,54550
29,54800
30,54239
31,53670
32,58440
33,54000
34,54900
35,53290
36,54040
37,54729
38,54320
39,53120
40,54360
41,53270
42,54480
43,53030
44,55520
45,52379
46,55759
47,53860
48,54870
49,53219
50,50199
51,48700
52,49650
53,50410
54,48640
55,48770
56,48620
57,48379
58,49259
59,47740
60,48760
61,48350
62,48899
63,47839
64,48840
65,48050
66,49529
67,47920
68,49010
69,48750
70,49040
71,50520
72,48760
73,48780
74,48820
75,48619
76,48679
77,47600
78,49240
79,47970
80,48880
81,48130
82,49050
83,47930
84,49050
85,48300
86,49040
87,48520
88,49139
89,50359
90,53600
91,49300
92,52549
93,48180
94,48940
95,48340
96,49680
97,48229
98,49459
99,49160
100,49100
101,47780
102,50030
103,48230
104,48770
105,48210
106,49339
107,49429
108,49200
109,47860
110,49900
111,49300
112,51900
113,48060
114,48720
115,48020
116,49350
117,48540
118,48880
119,47899
120,49239
121,48570
122,50940
123,47920
124,48770
125,47570
126,48470
127,48119
128,49069
129,48330
130,48600
131,47640
132,50919
133,48160
134,49400
135,48070
136,50249
137,52670
138,50480
139,48320
140,48960
141,48490
142,49410
143,48560
144,48830
145,48229
146,49599
147,48450
148,48970
149,48489
150,49759
151,48510
152,48830
153,48120
154,49699
155,48059
156,49230
157,48250
158,49659
159,48029
160,49510
161,47680
162,49860
163,49080
164,48910
165,48110
166,49760
167,47939
168,48419
169,49130
170,48710
171,53179
172,52290
173,48360
174,49140
175,48419
176,49269
177,48970
178,50280
179,48850
180,49939
181,48790
182,49650
183,48440
184,48570
185,48060
186,49680
187,48520
188,48800
189,47790
190,49670
191,48280
192,49190
193,48530
194,51890
195,48450
196,49240
197,48280
198,49810
199,48030
200,49890
201,49070
202,48960
203,48220
204,48910
205,48640
206,48660
207,48260
208,49260
209,48270
210,50980
211,48700
212,48810
213,49170
214,52179
215,48820
216,49880
217,48260
218,49240
219,48120
220,49620
221,48070
222,49890
223,47809
224,49799
225,48340
226,49220
227,48119
228,48649
229,48420
230,49460
231,47790
232,49629
233,49719
234,53180
235,48910
236,48929
237,49009
238,50380
239,47820
240,50610
241,49940
242,51200
243,49620
244,48750
245,50360
246,49430
247,48660
248,48650
249,49279
250,49329
251,48000
252,50570
253,48890
254,52589
255,48389
256,49390
257,49260
258,50519
259,48219
260,48460
261,47800
262,49039
263,47969
264,48770
265,47710
266,48620
267,48119
268,49379
269,47750
270,49910
271,47969
272,48549
273,48300
274,49400
275,48580
276,48850
277,47960
278,48890
279,49620
280,48630
281,47990
282,49830
283,48150
284,48569
285,48579
286,49360
287,48240
288,48810
289,48410
290,49889
291,48110
292,48580
293,48870
294,49080
295,51190
296,50160
297,48300
298,49080
299,48390
300,48930
301,47770
302,49040
303,47950
304,49710
305,48310
306,49409
307,47979
308,49820
309,49230
310,49599
311,48049
312,49340
313,51070
314,52830
315,48660
316,52740
317,48080
318,49440
319,48569
320,49039
321,47670
322,49960
323,48500
324,48830
325,48790
326,48820
327,48440
328,49020
329,48680
330,49330
331,48500
332,51240
333,50239
334,48410
335,48370
336,52899
337,48439
338,49620
339,49720
340,49190
341,48310
342,48880
343,48860
344,48850
345,48299
346,49619
347,48020
348,48920
349,48699
350,49140
351,48340
352,49800
353,47990
354,52749
355,52140
356,51080
357,48550
358,49020
359,48360
360,49090
361,49290
362,49049
363,48230
