op_type,time_us,memory_bytes
swapout,400576.0,1396703232
swapin,228618.0,1396703232
swapout,390456.0,1396703232
swapin,215818.0,1396703232
swapout,384613.0,1396703232
swapin,225141.0,1396703232
swapout,381264.0,1396703232
swapin,213842.0,1396703232
swapout,380011.0,1396703232
swapin,233347.0,1396703232
swapout,382755.0,1396703232
swapin,223223.0,1396703232
swapout,377497.0,1396703232
swapin,216827.0,1396703232
swapout,383317.0,1396703232
swapin,215537.0,1396703232
swapout,369969.0,1396703232
swapin,215107.0,1396703232
swapout,373400.0,1396703232
swapin,213687.0,1396703232
swapout,361820.0,1396703232
swapin,214167.0,1396703232
swapout,369272.0,1396703232
swapin,215369.0,1396703232
swapout,363957.0,1396703232
swapin,215392.0,1396703232
swapout,363040.0,1396703232
swapin,214666.0,1396703232
swapout,366924.0,1396703232
swapin,216186.0,1396703232
swapout,364787.0,1396703232
swapin,214756.0,1396703232
swapout,362846.0,1396703232
swapin,213610.0,1396703232
swapout,366960.0,1396703232
swapin,214195.0,1396703232
swapout,363639.0,1396703232
swapin,214084.0,1396703232
swapout,362719.0,1396703232
swapin,213790.0,1396703232
swapout,368814.0,1396703232
swapin,213758.0,1396703232
swapout,363496.0,1396703232
swapin,213272.0,1396703232
swapout,372018.0,1396703232
swapin,215696.0,1396703232
swapout,367591.0,1396703232
swapin,222082.0,1396703232
swapout,369549.0,1396703232
swapin,213808.0,1396703232
swapout,366002.0,1396703232
swapin,214704.0,1396703232
swapout,375308.0,1396703232
swapin,215073.0,1396703232
swapout,362504.0,1396703232
swapin,214267.0,1396703232
swapout,368896.0,1396703232
swapin,214658.0,1396703232
swapout,366408.0,1396703232
swapin,213951.0,1396703232
swapout,366111.0,1396703232
swapin,214120.0,1396703232
swapout,367192.0,1396703232
swapin,215701.0,1396703232
swapout,363646.0,1396703232
swapin,215156.0,1396703232
swapout,363724.0,1396703232
swapin,216903.0,1396703232
swapout,369900.0,1396703232
swapin,218395.0,1396703232
swapout,365634.0,1396703232
swapin,219007.0,1396703232
swapout,373105.0,1396703232
swapin,213014.0,1396703232
swapout,369440.0,1396703232
swapin,214496.0,1396703232
swapout,366836.0,1396703232
swapin,215182.0,1396703232
swapout,364424.0,1396703232
swapin,217386.0,1396703232
swapout,387072.0,1396703232
swapin,221374.0,1396703232
swapout,367674.0,1396703232
swapin,214208.0,1396703232
swapout,368623.0,1396703232
swapin,215451.0,1396703232
swapout,361961.0,1396703232
swapin,214543.0,1396703232
swapout,375229.0,1396703232
swapin,215535.0,1396703232
swapout,370380.0,1396703232
swapin,217413.0,1396703232
swapout,380682.0,1396703232
swapin,223055.0,1396703232
swapout,363332.0,1396703232
swapin,213721.0,1396703232
swapout,366844.0,1396703232
swapin,214165.0,1396703232
swapout,364286.0,1396703232
swapin,214068.0,1396703232
swapout,378444.0,1396703232
swapin,229939.0,1396703232
swapout,362281.0,1396703232
swapin,213801.0,1396703232
swapout,364656.0,1396703232
swapin,214808.0,1396703232
swapout,378709.0,1396703232
swapin,215013.0,1396703232
swapout,371431.0,1396703232
swapin,216404.0,1396703232
swapout,363342.0,1396703232
swapin,216105.0,1396703232
swapout,368615.0,1396703232
swapin,218432.0,1396703232
swapout,364968.0,1396703232
swapin,215464.0,1396703232
swapout,364847.0,1396703232
swapin,216869.0,1396703232
swapout,366812.0,1396703232
swapin,214591.0,1396703232
swapout,365966.0,1396703232
swapin,214791.0,1396703232
swapout,375708.0,1396703232
swapin,214785.0,1396703232
swapout,363609.0,1396703232
swapin,214600.0,1396703232
swapout,366046.0,1396703232
swapin,213256.0,1396703232
swapout,363833.0,1396703232
swapin,217524.0,1396703232
swapout,363935.0,1396703232
swapin,215184.0,1396703232
swapout,363083.0,1396703232
swapin,213955.0,1396703232
swapout,365478.0,1396703232
swapin,214053.0,1396703232
swapout,364941.0,1396703232
swapin,214515.0,1396703232
swapout,368448.0,1396703232
swapin,213851.0,1396703232
swapout,364047.0,1396703232
swapin,215946.0,1396703232
swapout,361154.0,1396703232
swapin,214936.0,1396703232
swapout,368115.0,1396703232
swapin,214637.0,1396703232
swapout,377496.0,1396703232
swapin,215157.0,1396703232
swapout,365271.0,1396703232
swapin,213463.0,1396703232
swapout,369171.0,1396703232
swapin,221690.0,1396703232
swapout,359972.0,1396703232
swapin,213705.0,1396703232
swapout,364569.0,1396703232
swapin,215969.0,1396703232
swapout,361811.0,1396703232
swapin,213254.0,1396703232
swapout,372835.0,1396703232
swapin,215047.0,1396703232
swapout,364439.0,1396703232
swapin,215970.0,1396703232
swapout,371620.0,1396703232
swapin,215071.0,1396703232
swapout,370195.0,1396703232
swapin,214989.0,1396703232
swapout,362798.0,1396703232
swapin,217618.0,1396703232
swapout,366694.0,1396703232
swapin,214612.0,1396703232
swapout,369516.0,1396703232
swapin,215975.0,1396703232
swapout,374179.0,1396703232
swapin,213937.0,1396703232
swapout,359016.0,1396703232
swapin,212708.0,1396703232
swapout,358497.0,1396703232
swapin,214099.0,1396703232
swapout,364340.0,1396703232
swapin,216472.0,1396703232
swapout,380220.0,1396703232
swapin,217853.0,1396703232
swapout,367645.0,1396703232
swapin,215276.0,1396703232
swapout,369622.0,1396703232
swapin,215748.0,1396703232
swapout,364207.0,1396703232
swapin,214482.0,1396703232
swapout,366376.0,1396703232
swapin,215626.0,1396703232
swapout,373836.0,1396703232
swapin,216814.0,1396703232
swapout,364465.0,1396703232
swapin,215915.0,1396703232
swapout,368885.0,1396703232
swapin,217777.0,1396703232
swapout,374316.0,1396703232
swapin,216936.0,1396703232
swapout,362261.0,1396703232
swapin,214966.0,1396703232
