[0;90m2024-10-11 14:16:23.608 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:16:23.609 [0;1;96m[ Debug ][m: Application registered management segment 0x73c9d5540000 with size 65796264 to id 1
[0;90m2024-10-11 14:16:23.609 [0;1;96m[ Debug ][m: Application registered payload data segment 0x73c85e338000 with size 6293584200 to id 2
[2024-10-11 14:16:23.609] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:16:23.688] [error] Message from the orchestrator! Code 1
[2024-10-11 14:16:23.688] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:16:23.688] [error] Message from the orchestrator! Code 3
[2024-10-11 14:16:23.688] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:16:27.650] [error] Total size 0.0 0
[2024-10-11 14:16:27.650] [error] Total size 0.0 0
[2024-10-11 14:16:27.651] [error] Total size 120.0 0
[2024-10-11 14:16:27.730] [error] Total size 120.0 0
[2024-10-11 14:16:27.735] [error] Total size 140.0 0
[2024-10-11 14:16:27.736] [error] Total size 140.0 0
[2024-10-11 14:16:27.736] [error] Total size 142.0 0
[2024-10-11 14:16:27.737] [error] Total size 142.0 0
[2024-10-11 14:16:27.737] [error] Total size 142.0 0
[2024-10-11 14:16:27.737] [error] Total size 142.0 0
[2024-10-11 14:16:27.739] [error] Total size 142.0 0
[2024-10-11 14:16:27.739] [error] Total size 142.0 0
[2024-10-11 14:16:27.741] [error] Total size 142.0 0
[2024-10-11 14:16:27.741] [error] Total size 142.0 0
[2024-10-11 14:16:27.743] [error] Total size 142.0 0
[2024-10-11 14:16:27.743] [error] Total size 142.0 0
[2024-10-11 14:16:27.745] [error] Total size 142.0 0
[2024-10-11 14:16:27.745] [error] Total size 142.0 0
[2024-10-11 14:16:27.745] [error] Total size 142.0 0
[2024-10-11 14:16:27.745] [error] Total size 142.0 0
[2024-10-11 14:16:27.745] [error] Total size 158.0 0
[2024-10-11 14:16:27.754] [error] Total size 158.0 0
[2024-10-11 14:16:27.755] [error] Total size 158.0 0
[2024-10-11 14:16:27.755] [error] Total size 174.0 0
[2024-10-11 14:16:27.765] [error] Total size 174.0 0
[2024-10-11 14:16:27.765] [error] Total size 174.0 0
[2024-10-11 14:16:27.765] [error] Total size 174.0 0
[2024-10-11 14:16:27.765] [error] Total size 174.0 0
[2024-10-11 14:16:27.765] [error] Total size 194.0 0
[2024-10-11 14:16:27.768] [error] Total size 194.0 0
[2024-10-11 14:16:27.768] [error] Total size 194.0 0
[2024-10-11 14:16:27.770] [error] Total size 194.0 0
[2024-10-11 14:16:27.770] [error] Total size 194.0 0
[2024-10-11 14:16:27.772] [error] Total size 194.0 0
[2024-10-11 14:16:27.772] [error] Total size 194.0 0
[2024-10-11 14:16:27.774] [error] Total size 194.0 0
[2024-10-11 14:16:27.774] [error] Total size 194.0 0
[2024-10-11 14:16:27.774] [error] Total size 194.0 0
[2024-10-11 14:16:27.774] [error] Total size 194.0 0
[2024-10-11 14:16:27.774] [error] Total size 210.0 0
[2024-10-11 14:16:27.783] [error] Total size 210.0 0
[2024-10-11 14:16:27.783] [error] Total size 210.0 0
[2024-10-11 14:16:27.783] [error] Total size 226.0 0
[2024-10-11 14:16:27.792] [error] Total size 226.0 0
[2024-10-11 14:16:27.792] [error] Total size 226.0 0
[2024-10-11 14:16:27.792] [error] Total size 226.0 0
[2024-10-11 14:16:27.792] [error] Total size 226.0 0
[2024-10-11 14:16:27.794] [error] Total size 226.0 0
[2024-10-11 14:16:27.794] [error] Total size 226.0 0
[2024-10-11 14:16:27.794] [error] Total size 246.0 0
[2024-10-11 14:16:27.796] [error] Total size 246.0 0
[2024-10-11 14:16:27.796] [error] Total size 246.0 0
[2024-10-11 14:16:27.798] [error] Total size 246.0 0
[2024-10-11 14:16:27.799] [error] Total size 246.0 0
[2024-10-11 14:16:27.800] [error] Total size 246.0 0
[2024-10-11 14:16:27.801] [error] Total size 246.0 0
[2024-10-11 14:16:27.801] [error] Total size 246.0 0
[2024-10-11 14:16:27.801] [error] Total size 246.0 0
[2024-10-11 14:16:27.801] [error] Total size 262.0 0
[2024-10-11 14:16:27.809] [error] Total size 262.0 0
[2024-10-11 14:16:27.810] [error] Total size 262.0 0
[2024-10-11 14:16:27.810] [error] Total size 278.0 0
[2024-10-11 14:16:27.818] [error] Total size 278.0 0
[2024-10-11 14:16:27.818] [error] Total size 278.0 0
[2024-10-11 14:16:27.818] [error] Total size 278.0 0
[2024-10-11 14:16:27.818] [error] Total size 278.0 0
[2024-10-11 14:16:27.820] [error] Total size 278.0 0
[2024-10-11 14:16:27.821] [error] Total size 278.0 0
[2024-10-11 14:16:27.823] [error] Total size 278.0 0
[2024-10-11 14:16:27.823] [error] Total size 278.0 0
[2024-10-11 14:16:27.823] [error] Total size 298.0 0
[2024-10-11 14:16:27.825] [error] Total size 298.0 0
[2024-10-11 14:16:27.825] [error] Total size 298.0 0
[2024-10-11 14:16:27.827] [error] Total size 298.0 0
[2024-10-11 14:16:27.827] [error] Total size 298.0 0
[2024-10-11 14:16:27.827] [error] Total size 298.0 0
[2024-10-11 14:16:27.827] [error] Total size 298.0 0
[2024-10-11 14:16:27.827] [error] Total size 314.0 0
[2024-10-11 14:16:27.835] [error] Total size 314.0 0
[2024-10-11 14:16:27.836] [error] Total size 314.0 0
[2024-10-11 14:16:27.836] [error] Total size 330.0 0
[2024-10-11 14:16:27.844] [error] Total size 330.0 0
