0,148310
1,132159
2,124450
3,102430
4,97439
5,100069
6,98980
7,109610
8,98599
9,97579
10,97680
11,100349
12,97530
13,96969
14,97329
15,97429
16,97440
17,107610
18,96319
19,96539
20,97989
21,103329
22,106249
23,97480
24,98440
25,103020
26,99149
27,109290
28,98189
29,98490
30,99709
31,99100
32,97579
33,97410
34,97359
35,107670
36,101039
37,157139
38,98220
39,97869
40,97370
41,108669
42,98309
43,97489
44,97330
45,103690
46,106860
47,99689
48,98230
49,98509
50,98120
51,97339
52,97450
53,97119
54,101420
55,111009
56,105720
57,99889
58,101910
59,97869
60,103500
61,96189
62,96040
63,96899
64,100850
65,103059
66,108070
67,99439
68,97220
69,97579
70,103489
71,105909
72,97309
73,101200
74,98580
75,99100
76,106829
77,95869
78,98189
79,95439
80,95959
81,94079
82,93160
83,93780
84,99109
85,100819
86,101199
87,96129
88,94260
89,94139
90,96610
91,100369
92,95220
93,95149
94,103130
95,96169
96,101040
97,100399
98,93490
99,94009
100,92780
101,96459
102,97730
103,96549
104,100420
105,100359
106,94990
107,98679
108,94510
109,94539
110,98420
111,96609
112,93710
113,98689
114,99880
115,98009
116,95030
117,99459
118,100720
119,93959
120,94190
121,93719
122,101560
123,93559
124,100440
125,102049
126,94670
127,94239
128,101470
129,99059
130,125320
131,96089
132,94700
133,95539
134,94510
135,98559
136,93410
137,93819
138,102870
139,98059
140,94490
141,99869
142,93940
143,96459
144,96170
145,97679
146,93970
147,93099
148,104220
149,94599
150,96330
151,94599
152,95490
153,109149
154,99600
155,97699
156,94160
157,93730
158,98800
159,99159
160,94529
161,93700
162,93609
163,99429
164,96999
165,94510
166,94169
167,94000
168,99379
169,100969
170,97399
171,95510
172,96799
173,99239
174,100170
175,97029
176,93639
177,97470
178,92030
179,99540
180,98479
181,94360
182,107709
183,124770
184,108840
185,93229
186,96769
187,97419
188,96959
189,102369
190,96869
191,93550
192,96220
193,97820
194,97860
195,94400
196,98219
197,93990
198,94200
199,98130
200,94860
201,92740
202,93570
203,100540
204,105159
205,98350
206,94450
207,97590
208,95069
209,99540
210,95979
211,95940
212,96829
213,100130
214,101369
215,95080
216,97889
217,96870
218,96269
219,93780
220,102699
221,99550
222,101599
223,127500
224,97050
225,92570
226,92830
227,93319
228,92829
229,96200
230,97709
231,96830
232,100119
233,101160
234,103940
235,93200
236,92950
237,96210
238,96310
239,96919
240,103790
241,94229
242,103829
243,98880
244,95310
245,93510
246,96229
247,92770
248,96959
249,93290
250,98379
251,94210
252,100599
253,101740
254,92359
255,98950
256,96219
257,97500
258,97019
259,96670
260,96339
261,99900
262,100639
263,96970
264,96959
265,93120
266,93399
267,96850
268,93379
269,94340
270,93089
271,102960
272,91919
273,96579
274,94219
275,95259
276,94010
277,92470
278,92519
279,93530
280,93070
281,97909
282,98210
283,97509
284,92750
285,92609
286,103600
287,93419
288,92850
289,95149
290,97030
291,100029
292,102660
293,94599
294,93900
295,93189
296,93870
297,93549
298,93360
299,97539
300,97010
301,100399
302,103200
303,94859
304,93360
305,93699
306,98729
307,93239
308,97229
309,96459
310,96849
311,103099
312,99940
313,98919
314,93530
315,96419
316,127879
317,103969
318,93880
319,97059
320,96940
321,95179
322,95780
323,99499
324,94190
325,93229
326,93570
327,93029
328,92919
329,93510
330,97119
331,100600
332,97190
333,101370
334,94749
335,93180
336,93270
337,94850
338,95860
339,92309
340,94019
341,99140
342,95340
343,95290
344,99609
345,92300
346,95069
347,95260
348,92609
349,92580
350,102469
351,94000
352,95859
353,96330
354,102879
355,93870
356,92779
357,91640
358,92290
359,96180
360,99379
361,99810
362,93529
363,93000
364,97030
365,95539
366,92720
367,92730
368,92139
369,101630
370,99710
371,100450
372,97220
373,93369
374,96910
375,104760
376,93760
377,94050
378,93070
379,93850
380,99829
381,99089
382,96900
383,96859
384,96159
385,104169
386,95490
387,95979
388,96299
389,98409
390,99730
391,97980
392,97000
393,95129
394,92910
395,99719
396,98000
397,92499
398,96440
399,92809
400,107640
401,96529
402,93840
403,93949
404,93570
405,94359
406,104760
407,93989
408,93350
409,131959
410,99500
411,99050
412,93960
413,93759
414,94500
415,93769
416,104010
417,96299
418,95150
419,102519
420,96130
421,97129
422,92730
423,95279
424,95830
425,92199
426,96880
427,92609
428,92380
429,98380
430,114269
431,109219
432,93250
433,91619
434,91900
435,96719
436,100280
437,94829
438,96110
439,102109
440,96400
441,93279
442,93510
443,92929
444,92409
445,93589
446,93360
447,97040
448,96350
449,94920
450,99569
451,96339
452,97919
453,96950
454,93520
455,93320
456,93520
457,98750
458,94349
459,92990
460,96939
461,92670
462,93559
463,93200
464,93169
465,93150
466,94149
467,93560
468,102539
469,101240
470,97279
471,99840
472,92969
473,96630
474,93769
475,93250
476,97179
477,96450
478,105119
479,94490
480,95579
481,93640
482,92819
483,104770
484,97960
485,94010
486,92819
487,97369
488,106360
489,99520
490,94129
491,98050
492,93890
493,94330
494,93559
495,93859
496,93319
497,93869
498,100940
499,102820
500,94419
501,92929
502,127339
503,93289
504,92880
505,92280
506,91999
507,91429
508,99580
509,106259
510,96140
511,95020
512,93870
513,120169
514,108159
515,92809
516,93449
517,96379
518,91420
519,102469
520,97440
521,94450
522,92280
523,96199
524,92350
525,96959
526,93640
527,93299
528,99640
529,98929
530,98270
531,93059
532,92890
533,93159
534,95610
535,100889
536,96850
537,99229
538,94790
539,96219
540,99200
541,93569
542,98160
543,96739
544,93400
545,94599
546,93560
547,101189
548,96650
549,94540
550,97790
551,98320
552,93389
553,93419
554,98320
555,92549
556,93040
557,99130
558,97449
559,93580
560,92729
561,98419
562,93309
563,96420
564,96679
565,96080
566,102389
567,103130
568,97209
569,94430
570,93379
571,99960
572,95430
573,93370
574,94849
575,97020
576,93519
577,96600
578,97589
579,97970
580,93619
581,97190
582,100599
583,93380
584,93129
585,95910
586,92180
587,99239
588,98629
589,95480
590,91809
591,93120
592,101939
593,94290
594,91959
595,123170
596,100029
597,96050
598,96859
599,93020
600,92490
601,92749
602,101760
603,93859
604,92679
605,92970
606,99099
607,98659
608,96710
609,93640
610,93130
611,93249
612,93010
613,97199
614,93190
615,92849
616,98720
617,113269
618,97009
619,93309
620,93680
621,97599
622,93910
623,100669
624,94980
625,93339
626,99680
627,98939
628,93910
629,94279
630,98500
631,94539
632,93900
633,98679
634,96490
635,93199
636,91980
637,97709
638,93060
639,91820
640,92630
641,96490
642,96500
643,93450
644,113150
645,96189
646,99850
647,97620
648,98090
649,96990
650,93929
651,93610
652,93569
653,94089
654,99099
655,93979
656,99660
657,96470
658,93729
659,93010
660,92650
661,94590
662,92589
663,94020
664,93599
665,105170
666,94799
667,96880
668,98009
669,92590
670,95379
671,95560
672,93139
673,96420
674,92059
675,104060
676,97359
677,94060
678,92259
679,109680
680,108379
681,92640
682,92779
683,93320
684,92769
685,103710
686,97619
687,94049
688,122289
689,93640
690,93389
691,93020
692,97319
693,93060
694,101049
695,105380
696,98049
697,106000
698,92679
699,95950
700,99659
701,96530
702,93909
703,94110
704,94369
705,104180
706,109709
707,94430
708,93969
709,93670
710,93569
711,93530
712,97689
713,97019
