[0;90m2024-10-11 14:16:16.905 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:16:16.906 [0;1;96m[ Debug ][m: Application registered management segment 0x77a491f40000 with size 65796264 to id 1
[0;90m2024-10-11 14:16:16.906 [0;1;96m[ Debug ][m: Application registered payload data segment 0x77a31ad38000 with size 6293584200 to id 2
[2024-10-11 14:16:16.906] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:16:16.989] [error] Message from the orchestrator! Code 1
[2024-10-11 14:16:16.989] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:16:16.989] [error] Message from the orchestrator! Code 3
[2024-10-11 14:16:16.989] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:16:20.956] [error] Total size 0.0 0
[2024-10-11 14:16:20.956] [error] Total size 0.0 0
[2024-10-11 14:16:20.956] [error] Total size 120.0 0
[2024-10-11 14:16:21.037] [error] Total size 120.0 0
[2024-10-11 14:16:21.042] [error] Total size 140.0 0
[2024-10-11 14:16:21.043] [error] Total size 140.0 0
[2024-10-11 14:16:21.043] [error] Total size 142.0 0
[2024-10-11 14:16:21.043] [error] Total size 142.0 0
[2024-10-11 14:16:21.043] [error] Total size 142.0 0
[2024-10-11 14:16:21.043] [error] Total size 142.0 0
[2024-10-11 14:16:21.045] [error] Total size 142.0 0
[2024-10-11 14:16:21.046] [error] Total size 142.0 0
[2024-10-11 14:16:21.048] [error] Total size 142.0 0
[2024-10-11 14:16:21.048] [error] Total size 142.0 0
[2024-10-11 14:16:21.050] [error] Total size 142.0 0
[2024-10-11 14:16:21.050] [error] Total size 142.0 0
[2024-10-11 14:16:21.052] [error] Total size 142.0 0
[2024-10-11 14:16:21.052] [error] Total size 142.0 0
[2024-10-11 14:16:21.052] [error] Total size 142.0 0
[2024-10-11 14:16:21.052] [error] Total size 142.0 0
[2024-10-11 14:16:21.052] [error] Total size 158.0 0
[2024-10-11 14:16:21.060] [error] Total size 158.0 0
[2024-10-11 14:16:21.061] [error] Total size 158.0 0
[2024-10-11 14:16:21.061] [error] Total size 174.0 0
[2024-10-11 14:16:21.069] [error] Total size 174.0 0
[2024-10-11 14:16:21.069] [error] Total size 174.0 0
[2024-10-11 14:16:21.069] [error] Total size 174.0 0
[2024-10-11 14:16:21.069] [error] Total size 174.0 0
[2024-10-11 14:16:21.070] [error] Total size 194.0 0
[2024-10-11 14:16:21.072] [error] Total size 194.0 0
[2024-10-11 14:16:21.072] [error] Total size 194.0 0
[2024-10-11 14:16:21.074] [error] Total size 194.0 0
[2024-10-11 14:16:21.074] [error] Total size 194.0 0
[2024-10-11 14:16:21.076] [error] Total size 194.0 0
[2024-10-11 14:16:21.076] [error] Total size 194.0 0
[2024-10-11 14:16:21.078] [error] Total size 194.0 0
[2024-10-11 14:16:21.078] [error] Total size 194.0 0
[2024-10-11 14:16:21.078] [error] Total size 194.0 0
[2024-10-11 14:16:21.078] [error] Total size 194.0 0
[2024-10-11 14:16:21.078] [error] Total size 210.0 0
[2024-10-11 14:16:21.087] [error] Total size 210.0 0
[2024-10-11 14:16:21.087] [error] Total size 210.0 0
[2024-10-11 14:16:21.087] [error] Total size 226.0 0
[2024-10-11 14:16:21.095] [error] Total size 226.0 0
[2024-10-11 14:16:21.096] [error] Total size 226.0 0
[2024-10-11 14:16:21.096] [error] Total size 226.0 0
[2024-10-11 14:16:21.096] [error] Total size 226.0 0
[2024-10-11 14:16:21.098] [error] Total size 226.0 0
[2024-10-11 14:16:21.098] [error] Total size 226.0 0
[2024-10-11 14:16:21.098] [error] Total size 246.0 0
[2024-10-11 14:16:21.100] [error] Total size 246.0 0
[2024-10-11 14:16:21.100] [error] Total size 246.0 0
[2024-10-11 14:16:21.102] [error] Total size 246.0 0
[2024-10-11 14:16:21.102] [error] Total size 246.0 0
[2024-10-11 14:16:21.104] [error] Total size 246.0 0
[2024-10-11 14:16:21.105] [error] Total size 246.0 0
[2024-10-11 14:16:21.105] [error] Total size 246.0 0
[2024-10-11 14:16:21.105] [error] Total size 246.0 0
[2024-10-11 14:16:21.105] [error] Total size 262.0 0
[2024-10-11 14:16:21.113] [error] Total size 262.0 0
[2024-10-11 14:16:21.113] [error] Total size 262.0 0
