[0;90m2024-10-11 14:14:37.978 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:14:37.978 [0;1;96m[ Debug ][m: Application registered management segment 0x736f82540000 with size 65796264 to id 1
[0;90m2024-10-11 14:14:37.979 [0;1;96m[ Debug ][m: Application registered payload data segment 0x736e0b338000 with size 6293584200 to id 2
[2024-10-11 14:14:37.979] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:14:38.060] [error] Message from the orchestrator! Code 1
[2024-10-11 14:14:38.060] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:14:38.060] [error] Message from the orchestrator! Code 3
[2024-10-11 14:14:38.060] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:14:38.442] [error] Total size 0.0 0
[2024-10-11 14:14:38.442] [error] Total size 0.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.442] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.443] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.444] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 2.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.445] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 4.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.446] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
[2024-10-11 14:14:38.447] [error] Total size 6.0 0
