iteration,worker,time
0,0,1074586
1,0,25382
2,0,25466
3,0,26811
4,0,27345
5,0,25777
6,0,26451
7,0,26258
8,0,25888
9,0,25705
10,0,25442
0,1,25442
1,1,27154
2,1,26558
3,1,26459
4,1,26643
5,1,26934
6,1,26431
7,1,25148
8,1,26494
9,1,25934
10,1,24985
