iteration,worker,time
0,0,666945
1,0,520982
2,0,512755
3,0,510404
4,0,503657
5,0,502935
6,0,509171
7,0,512606
8,0,510824
9,0,513377
10,0,515430
0,1,515430
1,1,590200
2,1,516174
3,1,515046
4,1,504114
5,1,505669
6,1,511092
7,1,514234
8,1,515166
9,1,516994
10,1,518155
