[0;90m2024-10-11 14:15:30.000 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:15:30.001 [0;1;96m[ Debug ][m: Application registered management segment 0x7eb567340000 with size 65796264 to id 1
[0;90m2024-10-11 14:15:30.002 [0;1;96m[ Debug ][m: Application registered payload data segment 0x7eb3f0138000 with size 6293584200 to id 2
[2024-10-11 14:15:30.002] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:15:30.082] [error] Message from the orchestrator! Code 1
[2024-10-11 14:15:30.082] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:15:30.082] [error] Message from the orchestrator! Code 3
[2024-10-11 14:15:30.082] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:15:34.021] [error] Total size 0.0 0
[2024-10-11 14:15:34.021] [error] Total size 0.0 0
[2024-10-11 14:15:34.021] [error] Total size 120.0 0
[2024-10-11 14:15:34.101] [error] Total size 120.0 0
[2024-10-11 14:15:34.105] [error] Total size 140.0 0
[2024-10-11 14:15:34.106] [error] Total size 140.0 0
[2024-10-11 14:15:34.106] [error] Total size 142.0 0
[2024-10-11 14:15:34.106] [error] Total size 142.0 0
[2024-10-11 14:15:34.106] [error] Total size 142.0 0
[2024-10-11 14:15:34.106] [error] Total size 142.0 0
[2024-10-11 14:15:34.109] [error] Total size 142.0 0
[2024-10-11 14:15:34.109] [error] Total size 142.0 0
[2024-10-11 14:15:34.111] [error] Total size 142.0 0
[2024-10-11 14:15:34.111] [error] Total size 142.0 0
[2024-10-11 14:15:34.113] [error] Total size 142.0 0
[2024-10-11 14:15:34.113] [error] Total size 142.0 0
[2024-10-11 14:15:34.115] [error] Total size 142.0 0
[2024-10-11 14:15:34.115] [error] Total size 142.0 0
[2024-10-11 14:15:34.115] [error] Total size 142.0 0
[2024-10-11 14:15:34.115] [error] Total size 142.0 0
[2024-10-11 14:15:34.115] [error] Total size 158.0 0
[2024-10-11 14:15:34.123] [error] Total size 158.0 0
[2024-10-11 14:15:34.124] [error] Total size 158.0 0
[2024-10-11 14:15:34.124] [error] Total size 174.0 0
[2024-10-11 14:15:34.132] [error] Total size 174.0 0
