0,151690
1,149700
2,140079
3,146089
4,147839
5,147499
6,143449
7,154639
8,147860
9,139700
10,139579
11,139850
12,147389
13,140169
14,131279
15,132820
16,130899
17,130230
18,129850
19,130809
20,130879
21,135299
22,131249
23,126459
24,131130
25,131309
26,130670
27,131299
28,131589
29,131040
30,134199
31,131019
32,131340
33,132009
34,131449
35,131310
36,137399
37,131439
38,132550
39,131069
40,131429
41,130240
42,131179
43,130519
44,129759
45,131159
46,134889
47,132239
48,131009
49,129799
50,130579
51,135399
52,130270
53,133939
54,134499
55,131069
56,132060
57,131979
58,133230
59,134110
60,131529
61,134240
62,132230
63,129899
64,130090
65,130859
66,131979
67,129900
68,133889
69,131239
70,130560
71,122839
72,131099
73,131510
74,136399
75,130060
76,130199
77,122619
78,131969
79,128970
80,131269
81,131579
82,130600
83,131279
84,134530
85,130380
86,132019
87,130970
88,130019
89,135059
90,137540
91,132779
92,131509
93,130470
94,131249
95,131900
96,135260
97,130379
98,129869
99,125430
100,130169
101,132760
102,131319
103,131399
104,133549
105,137010
106,134299
107,130840
108,131810
109,130499
110,131139
111,131660
112,130719
113,130310
114,131809
115,131149
116,132010
117,131439
118,130329
119,137100
120,130879
121,130239
122,133980
123,129689
124,131009
125,131090
126,131649
127,132139
128,130410
129,124749
130,132199
131,131070
132,132089
133,131009
134,130080
135,131469
136,131550
137,131260
138,131529
139,132120
140,130149
141,131059
142,131240
143,320768
144,125139
145,123889
146,124499
147,125160
148,128430
149,127239
150,125020
151,126999
152,125609
153,123180
154,124139
155,124560
156,125140
157,123709
158,125079
159,125019
160,126399
161,123540
162,126119
163,124919
164,123600
165,129719
166,125770
167,125589
168,125270
169,124419
170,125259
171,124359
172,129170
173,124879
174,125650
175,125359
176,125269
177,124730
178,124209
179,124990
180,125339
181,127669
182,123439
183,125699
184,125079
185,123640
186,125209
187,123570
188,128520
189,123099
190,125460
191,124659
192,124079
193,123629
194,124939
195,123680
196,124890
197,127549
198,123820
199,123799
200,126310
201,123340
202,124879
203,124900
204,124130
205,125029
206,124800
207,124669
208,125190
209,124730
210,122609
211,125610
212,127099
213,130599
214,124700
215,125129
216,123860
217,124820
218,125749
219,124510
220,124759
221,123780
222,126120
223,123519
224,125209
225,124219
226,124739
227,124830
228,125749
229,124829
230,124810
231,124079
232,124730
233,125730
234,124959
235,125570
236,130539
237,125210
238,125439
239,126049
240,123759
241,125309
242,125089
243,124010
244,124349
245,124869
246,125829
247,123629
248,124160
249,125450
250,126029
251,125040
252,123849
253,126570
254,125039
255,123689
256,124560
257,124920
258,124059
259,124880
260,127009
261,124029
262,123970
263,124649
264,124180
265,125279
266,125099
267,124259
268,124569
269,127680
270,123620
271,123859
272,125510
273,125789
274,123929
275,123739
276,127359
277,123580
278,123620
279,124029
280,125410
281,124259
282,125390
283,126590
