iteration,worker,time
0,0,1307514
1,0,31524
2,0,28623
3,0,27748
4,0,27936
5,0,27839
6,0,26955
7,0,26945
8,0,27695
9,0,27476
10,0,26999
0,1,26999
1,1,28448
2,1,28675
3,1,27716
4,1,27974
5,1,27832
6,1,26907
7,1,26976
8,1,27671
9,1,27546
10,1,26926
