[0;90m2024-10-11 14:14:43.594 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:14:43.594 [0;1;96m[ Debug ][m: Application registered management segment 0x7a54f9d40000 with size 65796264 to id 1
[0;90m2024-10-11 14:14:43.595 [0;1;96m[ Debug ][m: Application registered payload data segment 0x7a5382b38000 with size 6293584200 to id 2
[2024-10-11 14:14:43.595] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:14:43.673] [error] Message from the orchestrator! Code 1
[2024-10-11 14:14:43.673] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:14:43.673] [error] Message from the orchestrator! Code 3
[2024-10-11 14:14:43.673] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:14:44.053] [error] Total size 0.0 0
[2024-10-11 14:14:44.054] [error] Total size 0.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.054] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.055] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 2.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.056] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 4.0 0
[2024-10-11 14:14:44.057] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 6.0 0
[2024-10-11 14:14:44.058] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 8.0 0
[2024-10-11 14:14:44.059] [error] Total size 28.0 0
[2024-10-11 14:14:44.060] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.061] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 28.0 0
[2024-10-11 14:14:44.062] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.063] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.064] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 30.0 0
[2024-10-11 14:14:44.065] [error] Total size 32.0 0
[2024-10-11 14:14:44.065] [error] Total size 32.0 0
[2024-10-11 14:14:44.065] [error] Total size 32.0 0
[2024-10-11 14:14:44.065] [error] Total size 32.0 0
