[0;90m2024-10-11 14:15:36.665 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:15:36.665 [0;1;96m[ Debug ][m: Application registered management segment 0x709cee740000 with size 65796264 to id 1
[0;90m2024-10-11 14:15:36.666 [0;1;96m[ Debug ][m: Application registered payload data segment 0x709b77538000 with size 6293584200 to id 2
[2024-10-11 14:15:36.666] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:15:36.741] [error] Message from the orchestrator! Code 1
[2024-10-11 14:15:36.741] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:15:36.741] [error] Message from the orchestrator! Code 3
[2024-10-11 14:15:36.741] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:15:40.724] [error] Total size 0.0 0
[2024-10-11 14:15:40.724] [error] Total size 0.0 0
[2024-10-11 14:15:40.724] [error] Total size 120.0 0
[2024-10-11 14:15:40.804] [error] Total size 120.0 0
[2024-10-11 14:15:40.808] [error] Total size 140.0 0
[2024-10-11 14:15:40.809] [error] Total size 140.0 0
[2024-10-11 14:15:40.810] [error] Total size 142.0 0
[2024-10-11 14:15:40.810] [error] Total size 142.0 0
[2024-10-11 14:15:40.810] [error] Total size 142.0 0
[2024-10-11 14:15:40.810] [error] Total size 142.0 0
[2024-10-11 14:15:40.812] [error] Total size 142.0 0
[2024-10-11 14:15:40.812] [error] Total size 142.0 0
[2024-10-11 14:15:40.814] [error] Total size 142.0 0
[2024-10-11 14:15:40.814] [error] Total size 142.0 0
[2024-10-11 14:15:40.816] [error] Total size 142.0 0
[2024-10-11 14:15:40.816] [error] Total size 142.0 0
[2024-10-11 14:15:40.818] [error] Total size 142.0 0
[2024-10-11 14:15:40.818] [error] Total size 142.0 0
[2024-10-11 14:15:40.818] [error] Total size 142.0 0
[2024-10-11 14:15:40.818] [error] Total size 142.0 0
[2024-10-11 14:15:40.819] [error] Total size 158.0 0
[2024-10-11 14:15:40.827] [error] Total size 158.0 0
[2024-10-11 14:15:40.827] [error] Total size 158.0 0
[2024-10-11 14:15:40.827] [error] Total size 174.0 0
[2024-10-11 14:15:40.836] [error] Total size 174.0 0
[2024-10-11 14:15:40.836] [error] Total size 174.0 0
[2024-10-11 14:15:40.836] [error] Total size 174.0 0
[2024-10-11 14:15:40.836] [error] Total size 174.0 0
[2024-10-11 14:15:40.836] [error] Total size 194.0 0
[2024-10-11 14:15:40.838] [error] Total size 194.0 0
[2024-10-11 14:15:40.839] [error] Total size 194.0 0
[2024-10-11 14:15:40.841] [error] Total size 194.0 0
[2024-10-11 14:15:40.841] [error] Total size 194.0 0
[2024-10-11 14:15:40.843] [error] Total size 194.0 0
[2024-10-11 14:15:40.843] [error] Total size 194.0 0
[2024-10-11 14:15:40.845] [error] Total size 194.0 0
[2024-10-11 14:15:40.845] [error] Total size 194.0 0
[2024-10-11 14:15:40.845] [error] Total size 194.0 0
[2024-10-11 14:15:40.845] [error] Total size 194.0 0
[2024-10-11 14:15:40.845] [error] Total size 210.0 0
[2024-10-11 14:15:40.854] [error] Total size 210.0 0
[2024-10-11 14:15:40.854] [error] Total size 210.0 0
[2024-10-11 14:15:40.854] [error] Total size 226.0 0
[2024-10-11 14:15:40.863] [error] Total size 226.0 0
[2024-10-11 14:15:40.864] [error] Total size 226.0 0
[2024-10-11 14:15:40.864] [error] Total size 226.0 0
[2024-10-11 14:15:40.864] [error] Total size 226.0 0
[2024-10-11 14:15:40.866] [error] Total size 226.0 0
[2024-10-11 14:15:40.866] [error] Total size 226.0 0
[2024-10-11 14:15:40.866] [error] Total size 246.0 0
[2024-10-11 14:15:40.868] [error] Total size 246.0 0
[2024-10-11 14:15:40.868] [error] Total size 246.0 0
[2024-10-11 14:15:40.870] [error] Total size 246.0 0
[2024-10-11 14:15:40.870] [error] Total size 246.0 0
[2024-10-11 14:15:40.872] [error] Total size 246.0 0
[2024-10-11 14:15:40.872] [error] Total size 246.0 0
[2024-10-11 14:15:40.872] [error] Total size 246.0 0
[2024-10-11 14:15:40.872] [error] Total size 246.0 0
[2024-10-11 14:15:40.873] [error] Total size 262.0 0
[2024-10-11 14:15:40.881] [error] Total size 262.0 0
[2024-10-11 14:15:40.881] [error] Total size 262.0 0
[2024-10-11 14:15:40.881] [error] Total size 278.0 0
[2024-10-11 14:15:40.890] [error] Total size 278.0 0
[2024-10-11 14:15:40.890] [error] Total size 278.0 0
[2024-10-11 14:15:40.890] [error] Total size 278.0 0
[2024-10-11 14:15:40.890] [error] Total size 278.0 0
