[0;90m2024-10-11 14:15:50.059 [0;1;93m[Warning][m: IPC channel still there, doing an unlink of server-user-0-function-0
[0;90m2024-10-11 14:15:50.060 [0;1;96m[ Debug ][m: Application registered management segment 0x7d84cb740000 with size 65796264 to id 1
[0;90m2024-10-11 14:15:50.060 [0;1;96m[ Debug ][m: Application registered payload data segment 0x7d8354538000 with size 6293584200 to id 2
[2024-10-11 14:15:50.060] [error] Enabling use of VMM-based allocations in CUDA!
[2024-10-11 14:15:50.135] [error] Message from the orchestrator! Code 1
[2024-10-11 14:15:50.135] [info] [ExecutionStatus] CPU execution!
[2024-10-11 14:15:50.135] [error] Message from the orchestrator! Code 3
[2024-10-11 14:15:50.135] [info] [ExecutionStatus] Full execution!
[2024-10-11 14:15:54.135] [error] Total size 0.0 0
[2024-10-11 14:15:54.135] [error] Total size 0.0 0
[2024-10-11 14:15:54.136] [error] Total size 120.0 0
[2024-10-11 14:15:54.216] [error] Total size 120.0 0
[2024-10-11 14:15:54.220] [error] Total size 140.0 0
[2024-10-11 14:15:54.221] [error] Total size 140.0 0
[2024-10-11 14:15:54.221] [error] Total size 142.0 0
[2024-10-11 14:15:54.221] [error] Total size 142.0 0
[2024-10-11 14:15:54.221] [error] Total size 142.0 0
[2024-10-11 14:15:54.221] [error] Total size 142.0 0
[2024-10-11 14:15:54.223] [error] Total size 142.0 0
[2024-10-11 14:15:54.224] [error] Total size 142.0 0
[2024-10-11 14:15:54.225] [error] Total size 142.0 0
[2024-10-11 14:15:54.226] [error] Total size 142.0 0
[2024-10-11 14:15:54.228] [error] Total size 142.0 0
[2024-10-11 14:15:54.228] [error] Total size 142.0 0
[2024-10-11 14:15:54.230] [error] Total size 142.0 0
[2024-10-11 14:15:54.230] [error] Total size 142.0 0
[2024-10-11 14:15:54.230] [error] Total size 142.0 0
[2024-10-11 14:15:54.230] [error] Total size 142.0 0
[2024-10-11 14:15:54.230] [error] Total size 158.0 0
[2024-10-11 14:15:54.238] [error] Total size 158.0 0
[2024-10-11 14:15:54.239] [error] Total size 158.0 0
[2024-10-11 14:15:54.239] [error] Total size 174.0 0
[2024-10-11 14:15:54.247] [error] Total size 174.0 0
[2024-10-11 14:15:54.247] [error] Total size 174.0 0
[2024-10-11 14:15:54.247] [error] Total size 174.0 0
[2024-10-11 14:15:54.247] [error] Total size 174.0 0
[2024-10-11 14:15:54.247] [error] Total size 194.0 0
[2024-10-11 14:15:54.250] [error] Total size 194.0 0
[2024-10-11 14:15:54.250] [error] Total size 194.0 0
[2024-10-11 14:15:54.252] [error] Total size 194.0 0
[2024-10-11 14:15:54.252] [error] Total size 194.0 0
[2024-10-11 14:15:54.254] [error] Total size 194.0 0
