0,24230
1,23670
2,23630
3,42380
4,24290
5,23859
6,23691
7,23839
8,23750
9,24020
10,23880
11,23480
12,23480
13,23850
14,23579
15,23600
16,23420
17,24070
18,23810
19,23680
20,23720
21,23950
22,23960
23,26810
24,25040
25,24049
26,23720
27,23810
28,23940
29,27940
30,23940
31,23950
32,23531
33,23739
34,23560
35,24010
36,23510
37,23730
38,25500
39,23500
40,23550
41,24180
42,23629
43,23680
44,23200
45,23600
46,24410
47,23600
48,23490
49,23770
50,23629
51,23810
52,23670
53,23710
54,23610
55,23570
56,23750
57,26299
58,23840
59,23589
60,23640
61,23260
62,23670
63,23250
64,23520
65,23540
66,23779
67,23449
68,23710
69,24310
70,27090
71,31430
72,24280
73,24230
74,23590
75,23460
76,23860
77,23410
78,23530
79,23230
80,23350
81,23800
82,23790
83,23580
84,23660
85,23759
86,24960
87,23980
88,25060
89,24290
90,23810
91,23389
92,23691
93,23509
94,23770
95,23240
96,23790
97,23590
98,23630
99,24340
